# Undirected graph (each unordered pair of nodes is saved once): BA(10000,10).txt
# Nodes: 10000 Edges: 99945
# NodeId	NodeId
2	247
2	253
2	257
2	262
2	277
2	286
2	294
2	307
2	316
2	326
2	327
2	328
2	331
2	352
2	356
2	364
2	368
2	372
2	379
2	384
2	386
2	398
2	420
2	421
2	445
2	457
2	465
2	470
2	477
2	482
2	495
2	499
2	528
2	539
2	547
2	548
2	549
2	559
2	599
2	603
2	614
2	631
2	632
2	645
2	646
2	656
2	659
2	662
2	664
2	684
2	689
2	696
2	705
2	710
2	724
2	744
2	746
2	750
2	754
2	783
2	794
2	804
2	811
2	824
2	827
2	829
2	834
2	855
2	874
2	882
2	896
2	906
2	913
2	925
2	936
2	939
2	947
2	960
2	962
2	968
2	997
2	1007
2	1022
2	1071
2	1128
2	1146
2	1150
2	1158
2	1171
2	1179
2	1188
2	1244
2	1253
2	1257
2	1258
2	1274
2	1287
2	1289
2	1318
2	1325
2	1362
2	1367
2	1384
2	1434
2	1482
2	1503
2	1504
2	1506
2	1509
2	1518
2	1522
2	1547
2	1589
2	1604
2	1605
2	1626
2	1634
2	1649
2	1659
2	1669
2	1684
2	1690
2	1704
2	1732
2	1748
2	1749
2	1766
2	1768
2	1777
2	1831
2	1832
2	1836
2	1898
2	1905
2	1915
2	1919
2	1935
2	1946
2	2005
2	2006
2	2029
2	2059
2	2098
2	2152
2	2202
2	2227
2	2246
2	2253
2	2265
2	2290
2	2305
2	2357
2	2359
2	2365
2	2389
2	2398
2	2473
2	2486
2	2490
2	2546
2	2567
2	2589
2	2607
2	2614
2	2623
2	2649
2	2651
2	2673
2	2676
2	2695
2	2696
2	2741
2	2786
2	2804
2	2850
2	2903
2	2919
2	2926
2	2939
2	2949
2	2954
2	2955
2	3004
2	3010
2	3066
2	3078
2	3097
2	3107
2	3118
2	3124
2	3137
2	3150
2	3165
2	3189
2	3250
2	3269
2	3281
2	3291
2	3344
2	3356
2	3366
2	3388
2	3423
2	3447
2	3490
2	3528
2	3540
2	3564
2	3653
2	3659
2	3695
2	3698
2	3710
2	3726
2	3734
2	3749
2	3761
2	3800
2	3832
2	3854
2	3858
2	3886
2	3908
2	3941
2	3956
2	3993
2	4092
2	4143
2	4192
2	4258
2	4286
2	4304
2	4323
2	4356
2	4366
2	4367
2	4376
2	4407
2	4418
2	4478
2	4485
2	4596
2	4601
2	4637
2	4641
2	4647
2	4807
2	4844
2	4874
2	4875
2	4944
2	4955
2	4965
2	4981
2	4991
2	4995
2	4996
2	5008
2	5009
2	5016
2	5017
2	5035
2	5094
2	5100
2	5104
2	5128
2	5137
2	5205
2	5212
2	5217
2	5231
2	5315
2	5327
2	5337
2	5347
2	5353
2	5431
2	5451
2	5452
2	5509
2	5522
2	5527
2	5604
2	5608
2	5656
2	5702
2	5768
2	5785
2	5806
2	5815
2	5842
2	5851
2	5924
2	5938
2	5951
2	5961
2	6017
2	6032
2	6034
2	6074
2	6087
2	6103
2	6151
2	6199
2	6211
2	6257
2	6262
2	6280
2	6322
2	6327
2	6331
2	6402
2	6482
2	6603
2	6651
2	6659
2	6687
2	6777
2	6799
2	6839
2	6844
2	6856
2	6867
2	6930
2	6939
2	6949
2	7029
2	7034
2	7060
2	7094
2	7098
2	7127
2	7171
2	7277
2	7306
2	7316
2	7407
2	7413
2	7454
2	7486
2	7560
2	7598
2	7652
2	7655
2	7683
2	7710
2	7716
2	7727
2	7744
2	7859
2	8082
2	8177
2	8342
2	8348
2	8383
2	8384
2	8465
2	8483
2	8496
2	8529
2	8560
2	8589
2	8670
2	8781
2	8827
2	8934
2	8965
2	8983
2	8997
2	9081
2	9102
2	9103
2	9169
2	9245
2	9277
2	9308
2	9340
2	9345
2	9391
2	9413
2	9441
2	9492
2	9494
2	9576
2	9609
2	9617
2	9710
2	9718
2	9801
2	9833
2	9899
2	9914
3	4
3	5
3	6
3	7
3	8
3	9
3	10
3	11
3	12
3	13
3	14
3	16
3	17
3	20
3	22
3	23
3	24
3	25
3	26
3	27
3	28
3	31
3	32
3	38
3	44
3	45
3	47
3	49
3	56
3	60
3	61
3	70
3	71
3	74
3	75
3	80
3	81
3	84
3	90
3	91
3	98
3	100
3	115
3	116
3	117
3	119
3	130
3	131
3	132
3	156
3	163
3	165
3	167
3	169
3	170
3	173
3	175
3	185
3	188
3	199
3	210
3	221
3	222
3	230
3	241
3	243
3	254
3	256
3	261
3	262
3	266
3	316
3	318
3	321
3	335
3	337
3	341
3	346
3	349
3	372
3	377
3	391
3	404
3	420
3	425
3	437
3	446
3	467
3	474
3	482
3	501
3	509
3	533
3	538
3	546
3	574
3	577
3	583
3	595
3	600
3	636
3	639
3	655
3	663
3	697
3	729
3	732
3	742
3	765
3	793
3	799
3	807
3	815
3	826
3	831
3	868
3	869
3	893
3	903
3	918
3	933
3	943
3	953
3	958
3	964
3	994
3	1001
3	1025
3	1033
3	1057
3	1062
3	1098
3	1123
3	1147
3	1197
3	1201
3	1264
3	1286
3	1307
3	1314
3	1336
3	1337
3	1355
3	1360
3	1374
3	1438
3	1447
3	1473
3	1484
3	1507
3	1559
3	1590
3	1609
3	1637
3	1678
3	1724
3	1785
3	1804
3	1823
3	1828
3	1835
3	1878
3	1933
3	1935
3	1974
3	1978
3	2006
3	2023
3	2032
3	2055
3	2093
3	2196
3	2256
3	2267
3	2310
3	2336
3	2340
3	2371
3	2411
3	2430
3	2444
3	2537
3	2595
3	2608
3	2611
3	2703
3	2707
3	2718
3	2719
3	2722
3	2725
3	2743
3	2764
3	2800
3	2832
3	2862
3	2867
3	2935
3	2937
3	3050
3	3066
3	3109
3	3159
3	3175
3	3181
3	3221
3	3222
3	3286
3	3294
3	3396
3	3412
3	3415
3	3439
3	3475
3	3509
3	3512
3	3518
3	3533
3	3651
3	3688
3	3696
3	3707
3	3726
3	3822
3	3829
3	3857
3	3862
3	3869
3	3885
3	3895
3	3925
3	3975
3	3990
3	4007
3	4013
3	4015
3	4040
3	4090
3	4106
3	4173
3	4231
3	4276
3	4280
3	4302
3	4335
3	4414
3	4440
3	4475
3	4488
3	4544
3	4581
3	4583
3	4617
3	4627
3	4651
3	4711
3	4719
3	4793
3	4803
3	4831
3	4880
3	4912
3	5045
3	5340
3	5373
3	5427
3	5435
3	5447
3	5516
3	5525
3	5550
3	5639
3	5780
3	5823
3	5865
3	5893
3	5909
3	5987
3	6004
3	6069
3	6140
3	6263
3	6356
3	6399
3	6430
3	6494
3	6590
3	6755
3	6796
3	6867
3	6871
3	6934
3	6949
3	7022
3	7046
3	7056
3	7059
3	7096
3	7112
3	7219
3	7251
3	7279
3	7402
3	7492
3	7521
3	7539
3	7551
3	7572
3	7597
3	7621
3	7688
3	7759
3	7771
3	7812
3	7823
3	8017
3	8050
3	8098
3	8119
3	8142
3	8176
3	8201
3	8235
3	8255
3	8280
3	8281
3	8343
3	8419
3	8420
3	8476
3	8508
3	8682
3	8753
3	8790
3	8819
3	8836
3	8875
3	9085
3	9166
3	9168
3	9217
3	9240
3	9241
3	9415
3	9448
3	9465
3	9467
3	9573
3	9628
3	9695
3	9699
3	9761
3	9771
3	9819
3	9979
4	5
4	6
4	7
4	8
4	9
4	10
4	11
4	13
4	14
4	15
4	16
4	17
4	18
4	19
4	20
4	21
4	22
4	24
4	25
4	26
4	28
4	31
4	33
4	34
4	35
4	36
4	42
4	44
4	45
4	46
4	47
4	48
4	50
4	51
4	52
4	53
4	55
4	59
4	60
4	65
4	68
4	69
4	70
4	71
4	72
4	74
4	80
4	87
4	90
4	91
4	96
4	99
4	107
4	122
4	131
4	133
4	134
4	141
4	146
4	152
4	164
4	168
4	169
4	184
4	188
4	192
4	198
4	204
4	209
4	211
4	218
4	223
4	227
4	235
4	237
4	238
4	241
4	246
4	249
4	263
4	265
4	275
4	276
4	279
4	300
4	301
4	304
4	306
4	308
4	310
4	341
4	351
4	376
4	385
4	394
4	398
4	402
4	407
4	410
4	416
4	442
4	453
4	465
4	467
4	478
4	492
4	496
4	517
4	520
4	540
4	546
4	553
4	579
4	583
4	591
4	607
4	620
4	621
4	622
4	623
4	624
4	627
4	628
4	633
4	650
4	651
4	659
4	664
4	691
4	695
4	744
4	783
4	788
4	813
4	828
4	845
4	850
4	897
4	912
4	914
4	928
4	933
4	934
4	949
4	950
4	982
4	993
4	1007
4	1021
4	1046
4	1048
4	1068
4	1138
4	1170
4	1198
4	1204
4	1229
4	1239
4	1263
4	1272
4	1277
4	1279
4	1295
4	1299
4	1302
4	1303
4	1317
4	1373
4	1389
4	1392
4	1411
4	1423
4	1425
4	1457
4	1468
4	1485
4	1491
4	1530
4	1535
4	1539
4	1564
4	1567
4	1576
4	1578
4	1579
4	1582
4	1624
4	1642
4	1655
4	1676
4	1678
4	1699
4	1701
4	1706
4	1712
4	1719
4	1743
4	1759
4	1791
4	1794
4	1803
4	1826
4	1840
4	1859
4	1861
4	1877
4	1889
4	1900
4	1906
4	1934
4	1969
4	1998
4	2001
4	2038
4	2045
4	2061
4	2063
4	2137
4	2140
4	2145
4	2150
4	2163
4	2164
4	2205
4	2236
4	2237
4	2269
4	2336
4	2337
4	2340
4	2404
4	2454
4	2455
4	2501
4	2533
4	2559
4	2568
4	2588
4	2598
4	2649
4	2666
4	2680
4	2716
4	2718
4	2724
4	2726
4	2774
4	2779
4	2781
4	2787
4	2801
4	2829
4	2851
4	2887
4	2893
4	2926
4	2970
4	2972
4	3035
4	3060
4	3117
4	3123
4	3125
4	3153
4	3186
4	3246
4	3248
4	3335
4	3336
4	3363
4	3390
4	3395
4	3415
4	3429
4	3441
4	3443
4	3464
4	3466
4	3480
4	3500
4	3509
4	3532
4	3650
4	3711
4	3771
4	3796
4	3859
4	3860
4	3864
4	3890
4	3907
4	3959
4	3984
4	4117
4	4145
4	4179
4	4194
4	4237
4	4259
4	4304
4	4307
4	4333
4	4340
4	4342
4	4413
4	4448
4	4507
4	4644
4	4657
4	4663
4	4685
4	4690
4	4714
4	4735
4	4753
4	4778
4	4780
4	4867
4	4868
4	4979
4	4988
4	5000
4	5061
4	5068
4	5115
4	5144
4	5192
4	5279
4	5297
4	5310
4	5324
4	5400
4	5462
4	5491
4	5503
4	5573
4	5574
4	5666
4	5670
4	5717
4	5720
4	5722
4	5767
4	5895
4	5905
4	5940
4	5943
4	5969
4	6011
4	6078
4	6132
4	6142
4	6165
4	6259
4	6332
4	6434
4	6445
4	6492
4	6518
4	6636
4	6641
4	6685
4	6741
4	6856
4	6869
4	6956
4	6967
4	6981
4	7058
4	7093
4	7121
4	7216
4	7237
4	7245
4	7349
4	7350
4	7393
4	7427
4	7436
4	7477
4	7493
4	7544
4	7614
4	7649
4	7816
4	7840
4	7908
4	7947
4	7973
4	7976
4	7980
4	8064
4	8153
4	8177
4	8185
4	8202
4	8204
4	8308
4	8331
4	8379
4	8452
4	8456
4	8462
4	8477
4	8516
4	8638
4	8666
4	8678
4	8706
4	8719
4	8728
4	8746
4	8785
4	8793
4	8800
4	8842
4	8867
4	8885
4	8954
4	8960
4	8964
4	8969
4	8979
4	8992
4	9050
4	9138
4	9181
4	9198
4	9199
4	9286
4	9304
4	9369
4	9382
4	9463
4	9475
4	9480
4	9497
4	9517
4	9540
4	9602
4	9608
4	9641
4	9716
4	9738
4	9746
4	9802
4	9807
4	9828
4	9850
4	9875
4	9914
4	9937
4	9955
4	9983
5	6
5	7
5	8
5	9
5	10
5	11
5	12
5	13
5	14
5	15
5	18
5	20
5	21
5	23
5	24
5	26
5	27
5	29
5	31
5	39
5	42
5	50
5	51
5	52
5	55
5	58
5	64
5	66
5	68
5	72
5	76
5	85
5	93
5	97
5	101
5	103
5	105
5	114
5	133
5	135
5	137
5	138
5	166
5	174
5	175
5	178
5	189
5	201
5	205
5	207
5	223
5	226
5	257
5	259
5	260
5	279
5	281
5	287
5	294
5	295
5	302
5	309
5	314
5	348
5	356
5	367
5	372
5	374
5	377
5	380
5	385
5	389
5	399
5	402
5	405
5	418
5	419
5	427
5	435
5	450
5	454
5	463
5	470
5	479
5	481
5	493
5	494
5	512
5	526
5	531
5	544
5	551
5	552
5	585
5	613
5	633
5	640
5	647
5	654
5	661
5	674
5	679
5	689
5	704
5	729
5	738
5	742
5	750
5	782
5	804
5	825
5	839
5	854
5	858
5	881
5	882
5	892
5	930
5	948
5	964
5	989
5	1000
5	1028
5	1029
5	1036
5	1066
5	1068
5	1118
5	1133
5	1144
5	1170
5	1180
5	1191
5	1193
5	1198
5	1215
5	1216
5	1236
5	1243
5	1245
5	1259
5	1261
5	1296
5	1298
5	1340
5	1348
5	1351
5	1396
5	1399
5	1404
5	1409
5	1412
5	1449
5	1480
5	1532
5	1588
5	1592
5	1598
5	1601
5	1610
5	1715
5	1746
5	1750
5	1806
5	1811
5	1812
5	1820
5	1837
5	1855
5	1857
5	1860
5	1880
5	1887
5	1889
5	1898
5	1906
5	1928
5	1939
5	1941
5	1961
5	1978
5	2026
5	2028
5	2086
5	2097
5	2105
5	2108
5	2119
5	2130
5	2199
5	2226
5	2232
5	2289
5	2291
5	2316
5	2327
5	2364
5	2391
5	2429
5	2520
5	2573
5	2621
5	2638
5	2690
5	2699
5	2700
5	2711
5	2712
5	2723
5	2731
5	2756
5	2783
5	2800
5	2879
5	2902
5	2931
5	2953
5	2990
5	2993
5	3029
5	3042
5	3056
5	3095
5	3149
5	3179
5	3201
5	3249
5	3251
5	3272
5	3281
5	3294
5	3311
5	3312
5	3315
5	3330
5	3366
5	3506
5	3523
5	3547
5	3604
5	3614
5	3635
5	3651
5	3666
5	3673
5	3701
5	3702
5	3717
5	3744
5	3795
5	3821
5	3835
5	3929
5	3946
5	3954
5	3969
5	4009
5	4114
5	4162
5	4223
5	4301
5	4322
5	4391
5	4393
5	4428
5	4449
5	4451
5	4515
5	4656
5	4707
5	4769
5	4782
5	5042
5	5048
5	5087
5	5101
5	5199
5	5203
5	5257
5	5322
5	5388
5	5401
5	5504
5	5521
5	5565
5	5577
5	5578
5	5619
5	5667
5	5674
5	5780
5	5806
5	5858
5	5933
5	5966
5	5976
5	5995
5	6008
5	6046
5	6056
5	6098
5	6114
5	6156
5	6182
5	6192
5	6198
5	6211
5	6347
5	6381
5	6391
5	6426
5	6462
5	6469
5	6500
5	6566
5	6585
5	6606
5	6608
5	6634
5	6733
5	6769
5	6960
5	6972
5	7006
5	7118
5	7132
5	7194
5	7221
5	7238
5	7256
5	7288
5	7362
5	7486
5	7712
5	7733
5	7760
5	7794
5	7817
5	7823
5	7839
5	7883
5	7913
5	7939
5	7977
5	7997
5	8084
5	8208
5	8216
5	8247
5	8346
5	8459
5	8492
5	8548
5	8626
5	8727
5	8740
5	8780
5	8848
5	8955
5	8970
5	8996
5	9023
5	9072
5	9201
5	9221
5	9246
5	9311
5	9402
5	9485
5	9514
5	9546
5	9694
5	9701
5	9760
5	9771
5	9790
5	9860
5	9949
5	9953
6	7
6	8
6	9
6	10
6	11
6	12
6	13
6	15
6	17
6	18
6	24
6	25
6	27
6	29
6	30
6	32
6	36
6	37
6	41
6	42
6	52
6	55
6	62
6	75
6	88
6	89
6	98
6	102
6	109
6	116
6	121
6	122
6	127
6	130
6	155
6	156
6	190
6	199
6	204
6	208
6	209
6	213
6	240
6	242
6	282
6	301
6	302
6	309
6	341
6	342
6	348
6	361
6	363
6	401
6	408
6	412
6	449
6	477
6	482
6	488
6	489
6	528
6	558
6	561
6	564
6	590
6	625
6	633
6	641
6	659
6	666
6	667
6	676
6	679
6	713
6	714
6	784
6	787
6	818
6	855
6	883
6	897
6	945
6	973
6	974
6	989
6	1011
6	1013
6	1031
6	1095
6	1102
6	1110
6	1208
6	1232
6	1242
6	1372
6	1399
6	1438
6	1450
6	1451
6	1471
6	1499
6	1533
6	1536
6	1545
6	1549
6	1579
6	1601
6	1612
6	1614
6	1635
6	1647
6	1668
6	1702
6	1832
6	1870
6	1874
6	1883
6	1891
6	1895
6	1901
6	1947
6	1979
6	1994
6	2039
6	2125
6	2129
6	2187
6	2204
6	2245
6	2267
6	2289
6	2378
6	2407
6	2429
6	2483
6	2503
6	2534
6	2556
6	2600
6	2659
6	2673
6	2678
6	2684
6	2691
6	2703
6	2828
6	2842
6	2875
6	2933
6	2943
6	2957
6	2993
6	3002
6	3004
6	3205
6	3225
6	3226
6	3235
6	3243
6	3245
6	3269
6	3280
6	3300
6	3301
6	3324
6	3348
6	3349
6	3380
6	3383
6	3394
6	3441
6	3447
6	3461
6	3599
6	3692
6	3726
6	3729
6	3749
6	3779
6	3797
6	3868
6	4010
6	4016
6	4020
6	4094
6	4095
6	4199
6	4244
6	4291
6	4360
6	4379
6	4422
6	4462
6	4548
6	4563
6	4574
6	4701
6	4723
6	4775
6	4787
6	4824
6	4959
6	4970
6	4979
6	5002
6	5003
6	5031
6	5141
6	5152
6	5174
6	5175
6	5188
6	5278
6	5323
6	5367
6	5397
6	5493
6	5721
6	5735
6	5762
6	5790
6	5808
6	5862
6	5920
6	5942
6	6003
6	6209
6	6261
6	6325
6	6333
6	6341
6	6346
6	6351
6	6433
6	6445
6	6511
6	6530
6	6545
6	6587
6	6600
6	6693
6	6699
6	6738
6	6835
6	6837
6	6920
6	6952
6	7032
6	7078
6	7099
6	7127
6	7156
6	7201
6	7221
6	7256
6	7275
6	7280
6	7309
6	7367
6	7579
6	7602
6	7608
6	7655
6	7709
6	7723
6	7779
6	7794
6	7795
6	7801
6	7819
6	7935
6	8051
6	8083
6	8175
6	8322
6	8384
6	8419
6	8431
6	8463
6	8468
6	8481
6	8579
6	8679
6	8859
6	8863
6	8939
6	9137
6	9188
6	9203
6	9214
6	9250
6	9532
6	9581
6	9602
6	9701
6	9875
6	9877
6	9952
7	8
7	9
7	10
7	11
7	12
7	13
7	15
7	16
7	17
7	23
7	26
7	28
7	32
7	34
7	37
7	38
7	41
7	46
7	48
7	49
7	57
7	59
7	61
7	62
7	67
7	73
7	74
7	75
7	95
7	99
7	113
7	119
7	122
7	128
7	134
7	143
7	146
7	148
7	180
7	182
7	194
7	200
7	209
7	233
7	251
7	255
7	276
7	277
7	281
7	286
7	287
7	303
7	307
7	310
7	318
7	345
7	360
7	364
7	388
7	404
7	407
7	421
7	424
7	446
7	448
7	504
7	507
7	511
7	521
7	547
7	552
7	563
7	570
7	582
7	610
7	612
7	622
7	623
7	637
7	693
7	716
7	725
7	733
7	754
7	820
7	917
7	941
7	966
7	1011
7	1053
7	1085
7	1162
7	1175
7	1187
7	1192
7	1235
7	1277
7	1295
7	1313
7	1325
7	1360
7	1387
7	1389
7	1395
7	1445
7	1468
7	1474
7	1492
7	1493
7	1496
7	1505
7	1541
7	1559
7	1560
7	1655
7	1704
7	1725
7	1774
7	1882
7	1895
7	1921
7	1972
7	2011
7	2012
7	2039
7	2047
7	2076
7	2077
7	2090
7	2109
7	2113
7	2128
7	2158
7	2191
7	2193
7	2195
7	2244
7	2252
7	2260
7	2317
7	2462
7	2504
7	2513
7	2522
7	2570
7	2739
7	2786
7	2943
7	3010
7	3123
7	3169
7	3212
7	3220
7	3242
7	3348
7	3350
7	3470
7	3478
7	3609
7	3657
7	3669
7	3672
7	3674
7	3736
7	3772
7	3804
7	3901
7	3926
7	4028
7	4083
7	4120
7	4162
7	4169
7	4238
7	4279
7	4402
7	4427
7	4450
7	4558
7	4565
7	4574
7	4582
7	4608
7	4610
7	4624
7	4681
7	4688
7	4706
7	4717
7	4864
7	4917
7	4980
7	4986
7	5010
7	5040
7	5090
7	5164
7	5187
7	5190
7	5249
7	5337
7	5527
7	5745
7	5762
7	5821
7	5914
7	5950
7	5961
7	6055
7	6242
7	6329
7	6371
7	6449
7	6474
7	6638
7	6702
7	6769
7	6816
7	6858
7	6867
7	6875
7	6916
7	6940
7	6978
7	6991
7	7037
7	7039
7	7136
7	7154
7	7290
7	7374
7	7382
7	7420
7	7479
7	7526
7	7679
7	7757
7	7831
7	8014
7	8087
7	8094
7	8109
7	8133
7	8148
7	8199
7	8202
7	8230
7	8244
7	8266
7	8414
7	8531
7	8548
7	8569
7	8888
7	8896
7	8932
7	8996
7	9004
7	9030
7	9066
7	9075
7	9098
7	9163
7	9170
7	9261
7	9539
7	9541
7	9620
7	9721
7	9818
7	9882
8	9
8	10
8	11
8	12
8	13
8	14
8	16
8	17
8	18
8	19
8	23
8	27
8	29
8	33
8	36
8	40
8	41
8	42
8	45
8	52
8	54
8	56
8	57
8	59
8	61
8	63
8	68
8	70
8	71
8	72
8	83
8	84
8	85
8	90
8	94
8	95
8	100
8	101
8	104
8	112
8	113
8	115
8	116
8	120
8	129
8	134
8	145
8	146
8	160
8	167
8	169
8	171
8	177
8	186
8	204
8	220
8	222
8	224
8	229
8	230
8	239
8	247
8	249
8	270
8	295
8	302
8	305
8	309
8	318
8	335
8	342
8	345
8	347
8	385
8	386
8	395
8	399
8	400
8	401
8	407
8	412
8	424
